NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailability,BusinessValue,FeatureDetails
Improvements to prediction models,Improvements to prediction models,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/improvements-prediction-models,,,Feb 2022,-,,Out-of-the-box prediction models including subscription churn transactional churn and customer lifetime value (CLV) become generally available as a part of Customer Insights. The planned improvements include more data flexibility more detailed explanations in the product and additional model management capabilities.
Engagement insights,Engagement insights,Engagement insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/,,,,,,
Customer journey analytics,Customer journey analytics,Customer journey analytics,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/planned-features,,,,,,
Journey maps,Journey maps,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/journey-maps,,,Oct 2021,Feb 2022,,Journey maps allow you to understand the path that visitors take through websites or mobile apps. They let you better understand your visitors' behavior and validate your assumptions on the usage of your channels.Journey maps help you to find out more about how customers interact through different touchpoints and channels and they see how these interactions relate to each other.
Fundamentals,Fundamentals,Fundamentals,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/planned-features,,,,,,
Availability in additional geographies,Availability in additional geographies,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/availability-additional-geographies,,,Jan 2022,To be announced,,Engagement insights continues to expand the availability of the service to additional geographies and Azure regions. This expansion aligns with other capabilities that are closely connected such as audience insights or customer journey orchestration.
Integrations with other Microsoft services,Integrations with other Microsoft services,Integrations with other Microsoft services,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/planned-features,,,,,,
Integration with Microsoft Clarity,Integration with Microsoft Clarity,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/integration-clarity,,,Mar 2022,To be announced,,Clarity is a user behavior analytics tool that helps you understand how users are interacting with your website through features such as session replays and heatmaps. Engagement insights integrates with Microsoft Clarity to use these capabilities seamlessly.
Integration with Microsoft Advertising,Integration with Microsoft Advertising,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/integration-advertising,,,Mar 2022,To be announced,,This feature enables the integration between Microsoft Advertising and the engagement insights capability of Dynamics 365 Customer Insights. We introduce a basic integration that includes engagement insights web tracking capabilities as a usage analytics solution.
Marketing automation integration,Marketing automation integration,Marketing automation integration,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/planned-features,,,,,,
Integrate with customer journey orchestration,Integrate with customer journey orchestration,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/engagement-insights/integrate-customer-journey-orchestration,,,Mar 2022,To be announced,,The engagement insights SDK serves as the single SDK for event tracking. After implementing the SDK users can use different offerings without any changes to the tracking snippet on the webpage or mobile app. Engagement insights addresses requirements from the current customer journey SDK features in Dynamics 365 Marketing to close gaps in web tracking.Journey orchestration will use the engagement insights platform to create journey triggers from external events. Customer journey orchestration will also be able to trigger orchestrations based on engagement insights events. Engagement insights is required for analytics on customer behaviors.
