NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailablity
Updated user experience leveraging HoloLens 2 instinctual interactions,Updated user experience leveraging HoloLens 2 instinctual interactions,<h2>Business Value</h2> <p>This feature enables an easier to use and more intuitive application (for example reducing the time needed to open files).Feature details</p><h2>Feature details</h2> <p>Users can now leverage instinctual touch interactions throughout the Guides application. Although users can still operate a guide with hands-free interactions core app functionality such as sign in or starting a guide will have an updated touch interface.When a user raises their hand at any time a small launcher menu will appear. After pressing one of the buttons on the launcher a touch panel appears in front of the user where they can use touch to start a guide.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/updated-user-experience-leveraging-hololens-2-instinctual-interactions,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/updated-user-experience-leveraging-hololens-2-instinctual-interactions,,,-,Oct 2021
Remote Assist,Remote Assist,Remote Assist,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,null,null
Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/,,,,,null,null
default,default,default,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/planned-features,,,,,null,null
Support for a subset of Teams policies,Support for a subset of Teams policies,<h2>Business Value</h2> <p>Remote Assist users participating in a Teams meeting or call are now subject to the same policies as any other Teams user easing configuration and ensuring compliance for customers' meetings.Feature details</p><h2>Feature details</h2> <p>When Teams admins have set up policies about the following features these policies will automatically cascade to Remote Assist:Ability to start a meeting recordingAbility to send text chatsAbility to enable video cameraAbility to share filesFor example if the ability to start a meeting recording has been disabled through the associated policy for a user that feature will be disabled for that user in Teams as well as in Remote Assist.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/support-subset-teams-policies,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/support-subset-teams-policies,,,-,Oct 2021
Support for Spotlight and Pinning for Remote Assist video feed on Teams desktop,Support for Spotlight and Pinning for Remote Assist video feed on Teams desktop,<h2>Business Value</h2> <p>Customers can use these features to ensure that the Remote Assist video feed is on the biggest part of the screen during meetings or calls. This enables the ability to properly view and eventually record the details for the remote collaboration session.Feature details</p><h2>Feature details</h2> <p>When a Remote Assist user is part of a meeting or a call Teams desktop users can now leverage the Spotlight or Pinning feature to keep the Remote Assist user video feed on the main stage. These features are accessible through a right click on the video feed of the meeting or call participant.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/support-spotlight-pinning-remote-assist-video-feed-teams-desktop,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/support-spotlight-pinning-remote-assist-video-feed-teams-desktop,,,-,Oct 2021
Customer Insights,Customer Insights,Customer Insights,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,null,null
Audience insights,Audience insights,Audience insights,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/,,,,,null,null
B2B,B2B,B2B,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,null,null
Activities for accounts and contacts,Activities for accounts and contacts,<h2>Feature details</h2> <p>Users now have the ability to display activities from different profile types in the same timeline simultaneously. For example activities that are related to accounts and activities that are related to contacts of those accounts can be viewed in the timeline widget of a Customer card.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/activities-accounts-contacts,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/activities-accounts-contacts,,,Oct 2021,-
Company name normalization,Company name normalization,<h2>Feature details</h2> <p>Audience insights lets you use algorithms to normalize company names. The normalization uses models based on machine learning and artificial intelligence to improve qualitative data unification capabilities. Normalized company names are also used by other system processes in B2B scenarios.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/company-name-normalization,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/company-name-normalization,,,Oct 2021,-
Insights and unified profiles for accounts and contacts,Insights and unified profiles for accounts and contacts,<h2>Feature details</h2> <p>Create unified profiles and insights for both organizations and individuals and switch between them to get a holistic view of accounts and contacts. The combined view shows segments measures activities and more.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/insights-unified-profiles-accounts-contacts,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/insights-unified-profiles-accounts-contacts,,,Oct 2021,-
